id,phc_id,record_date,patient_count,emergency_count
25230,30,2026-05-26,152,9
25231,31,2026-05-26,114,1
25232,32,2026-05-26,166,11
25233,33,2026-05-26,116,6
25234,34,2026-05-26,79,6
25235,35,2026-05-26,84,2
25236,36,2026-05-26,229,13
25237,37,2026-05-26,201,9
25238,38,2026-05-26,241,12
25239,39,2026-05-26,111,8
25240,40,2026-05-26,116,6
25241,41,2026-05-26,128,14
25242,42,2026-05-26,210,12
25243,43,2026-05-26,163,9
25244,44,2026-05-26,100,5
25245,45,2026-05-26,155,9
25246,46,2026-05-26,148,11
25247,47,2026-05-26,189,9
25248,48,2026-05-26,137,5
25249,49,2026-05-26,148,11
25250,50,2026-05-26,180,10
25251,51,2026-05-26,163,6
25252,52,2026-05-26,126,9
25253,53,2026-05-26,124,8
25254,54,2026-05-26,132,7
25255,55,2026-05-26,137,8
25256,56,2026-05-26,191,15
25257,57,2026-05-26,109,8
25258,58,2026-05-26,157,12
25259,59,2026-05-26,153,7
25260,60,2026-05-26,156,6
25261,61,2026-05-26,182,11
25262,62,2026-05-26,138,8
25263,63,2026-05-26,217,11
25264,64,2026-05-26,194,8
25265,65,2026-05-26,196,13
25266,66,2026-05-26,128,11
25267,67,2026-05-26,183,12
25268,68,2026-05-26,77,3
25269,69,2026-05-26,171,10
25270,70,2026-05-26,89,5
25271,71,2026-05-26,190,11
25272,72,2026-05-26,171,10
25273,73,2026-05-26,198,12
25274,74,2026-05-26,142,8
25275,75,2026-05-26,164,9
25276,76,2026-05-26,155,8
25277,77,2026-05-26,85,3
25278,78,2026-05-26,135,8
25279,79,2026-05-26,109,4
25280,80,2026-05-26,265,18
25281,81,2026-05-26,139,10
25282,82,2026-05-26,162,6
25283,83,2026-05-26,189,10
25284,84,2026-05-26,171,10
25285,85,2026-05-26,175,10
25286,86,2026-05-26,130,2
25287,87,2026-05-26,147,10
25288,88,2026-05-26,169,12
25289,89,2026-05-26,238,16
25290,90,2026-05-26,131,9
25291,91,2026-05-26,134,7
25292,92,2026-05-26,303,19
25293,93,2026-05-26,200,13
25294,94,2026-05-26,157,6
25295,95,2026-05-26,181,9
25296,96,2026-05-26,112,8
25297,97,2026-05-26,130,10
25298,98,2026-05-26,181,8
25299,99,2026-05-26,130,8
25300,100,2026-05-26,153,10
25301,1,2026-05-27,138,7
25302,2,2026-05-27,155,11
25303,3,2026-05-27,180,10
25304,4,2026-05-27,256,16
25305,5,2026-05-27,190,12
25306,6,2026-05-27,218,11
25307,7,2026-05-27,295,19
25308,8,2026-05-27,200,12
25309,9,2026-05-27,149,11
25310,10,2026-05-27,129,9
25311,11,2026-05-27,172,15
25312,12,2026-05-27,162,10
25313,13,2026-05-27,105,9
25314,14,2026-05-27,158,10
25315,15,2026-05-27,127,12
25316,16,2026-05-27,179,5
25317,17,2026-05-27,237,16
25318,18,2026-05-27,178,12
25319,19,2026-05-27,136,2
25320,20,2026-05-27,99,5
25321,21,2026-05-27,113,8
25322,22,2026-05-27,168,7
25323,23,2026-05-27,122,12
25324,24,2026-05-27,208,10
25325,25,2026-05-27,98,7
25326,26,2026-05-27,205,11
25327,27,2026-05-27,143,5
25328,28,2026-05-27,191,13
25329,29,2026-05-27,175,11
25330,30,2026-05-27,141,7
25331,31,2026-05-27,115,10
25332,32,2026-05-27,133,7
25333,33,2026-05-27,134,7
25334,34,2026-05-27,103,5
25335,35,2026-05-27,117,13
25336,36,2026-05-27,231,13
25337,37,2026-05-27,157,11
25338,38,2026-05-27,252,20
25339,39,2026-05-27,140,9
25340,40,2026-05-27,123,8
25341,41,2026-05-27,124,9
25342,42,2026-05-27,144,9
25343,43,2026-05-27,145,11
25344,44,2026-05-27,93,4
25345,45,2026-05-27,139,6
25346,46,2026-05-27,165,6
25347,47,2026-05-27,142,6
25348,48,2026-05-27,140,10
25349,49,2026-05-27,140,7
25350,50,2026-05-27,146,5
25351,51,2026-05-27,200,12
25352,52,2026-05-27,108,7
25353,53,2026-05-27,107,8
25354,54,2026-05-27,113,10
25355,55,2026-05-27,129,10
25356,56,2026-05-27,164,8
25357,57,2026-05-27,116,8
25358,58,2026-05-27,183,9
25359,59,2026-05-27,147,10
25360,60,2026-05-27,160,8
25361,61,2026-05-27,164,11
25362,62,2026-05-27,152,10
25363,63,2026-05-27,273,14
25364,64,2026-05-27,197,12
25365,65,2026-05-27,175,9
25366,66,2026-05-27,132,4
25367,67,2026-05-27,168,12
25368,68,2026-05-27,82,7
25369,69,2026-05-27,167,10
25370,70,2026-05-27,93,6
25371,71,2026-05-27,166,8
25372,72,2026-05-27,183,8
25373,73,2026-05-27,202,12
25374,74,2026-05-27,143,11
25375,75,2026-05-27,159,9
25376,76,2026-05-27,134,10
25377,77,2026-05-27,96,7
25378,78,2026-05-27,137,11
25379,79,2026-05-27,105,8
25380,80,2026-05-27,264,15
25381,81,2026-05-27,164,6
25382,82,2026-05-27,136,9
25383,83,2026-05-27,153,9
25384,84,2026-05-27,157,11
25385,85,2026-05-27,161,8
25386,86,2026-05-27,116,5
25387,87,2026-05-27,158,10
25388,88,2026-05-27,136,5
25389,89,2026-05-27,261,16
25390,90,2026-05-27,148,7
25391,91,2026-05-27,146,12
25392,92,2026-05-27,322,18
25393,93,2026-05-27,183,14
25394,94,2026-05-27,155,11
25395,95,2026-05-27,211,12
25396,96,2026-05-27,106,8
25397,97,2026-05-27,156,9
25398,98,2026-05-27,196,12
25399,99,2026-05-27,158,7
25400,100,2026-05-27,177,11
25401,1,2026-05-28,98,7
25402,2,2026-05-28,145,8
25403,3,2026-05-28,156,9
25404,4,2026-05-28,205,10
25405,5,2026-05-28,168,6
25406,6,2026-05-28,169,14
25407,7,2026-05-28,288,18
25408,8,2026-05-28,230,13
25409,9,2026-05-28,105,5
25410,10,2026-05-28,120,4
25411,11,2026-05-28,133,7
25412,12,2026-05-28,187,6
25413,13,2026-05-28,100,7
25414,14,2026-05-28,150,8
25415,15,2026-05-28,95,3
25416,16,2026-05-28,186,11
25417,17,2026-05-28,185,13
25418,18,2026-05-28,136,9
25419,19,2026-05-28,112,5
25420,20,2026-05-28,91,6
25421,21,2026-05-28,103,4
25422,22,2026-05-28,160,9
25423,23,2026-05-28,105,5
25424,24,2026-05-28,159,7
25425,25,2026-05-28,106,4
25426,26,2026-05-28,170,6
25427,27,2026-05-28,122,9
25428,28,2026-05-28,142,7
25429,29,2026-05-28,143,7
25430,30,2026-05-28,108,9
25431,31,2026-05-28,102,4
25432,32,2026-05-28,125,8
25433,33,2026-05-28,124,9
25434,34,2026-05-28,79,6
25435,35,2026-05-28,95,4
25436,36,2026-05-28,239,18
25437,37,2026-05-28,145,8
25438,38,2026-05-28,117,6
25439,39,2026-05-28,130,6
25440,40,2026-05-28,88,9
25441,41,2026-05-28,106,5
25442,42,2026-05-28,149,8
25443,43,2026-05-28,138,6
25444,44,2026-05-28,87,4
25445,45,2026-05-28,155,9
25446,46,2026-05-28,142,6
25447,47,2026-05-28,142,9
25448,48,2026-05-28,115,8
25449,49,2026-05-28,94,5
25450,50,2026-05-28,173,10
25451,51,2026-05-28,143,9
25452,52,2026-05-28,115,8
25453,53,2026-05-28,90,5
25454,54,2026-05-28,105,8
25455,55,2026-05-28,150,12
25456,56,2026-05-28,161,7
25457,57,2026-05-28,93,6
25458,58,2026-05-28,130,7
25459,59,2026-05-28,109,5
25460,60,2026-05-28,104,8
25461,61,2026-05-28,147,9
25462,62,2026-05-28,134,10
25463,63,2026-05-28,172,9
25464,64,2026-05-28,164,8
25465,65,2026-05-28,182,11
25466,66,2026-05-28,111,6
25467,67,2026-05-28,139,8
25468,68,2026-05-28,78,4
25469,69,2026-05-28,148,9
25470,70,2026-05-28,75,3
25471,71,2026-05-28,175,11
25472,72,2026-05-28,163,12
25473,73,2026-05-28,156,10
25474,74,2026-05-28,120,6
25475,75,2026-05-28,159,10
25476,76,2026-05-28,124,8
25477,77,2026-05-28,71,2
25478,78,2026-05-28,190,11
25479,79,2026-05-28,105,5
25480,80,2026-05-28,223,11
25481,81,2026-05-28,98,4
25482,82,2026-05-28,123,12
25483,83,2026-05-28,144,12
25484,84,2026-05-28,138,7
25485,85,2026-05-28,179,11
25486,86,2026-05-28,106,5
25487,87,2026-05-28,101,7
25488,88,2026-05-28,134,8
25489,89,2026-05-28,239,14
25490,90,2026-05-28,146,8
25491,91,2026-05-28,147,7
25492,92,2026-05-28,320,20
25493,93,2026-05-28,148,6
25494,94,2026-05-28,171,12
25495,95,2026-05-28,145,8
25496,96,2026-05-28,86,5
25497,97,2026-05-28,166,6
25498,98,2026-05-28,158,7
25499,99,2026-05-28,121,3
25500,100,2026-05-28,160,10
25501,1,2026-05-29,114,6
25502,2,2026-05-29,136,6
25503,3,2026-05-29,130,9
25504,4,2026-05-29,181,8
25505,5,2026-05-29,174,8
25506,6,2026-05-29,179,13
25507,7,2026-05-29,254,17
25508,8,2026-05-29,205,12
25509,9,2026-05-29,158,3
25510,10,2026-05-29,120,6
25511,11,2026-05-29,145,9
25512,12,2026-05-29,162,13
25513,13,2026-05-29,112,6
25514,14,2026-05-29,156,9
25515,15,2026-05-29,117,5
25516,16,2026-05-29,145,7
25517,17,2026-05-29,165,11
25518,18,2026-05-29,136,8
25519,19,2026-05-29,136,12
25520,20,2026-05-29,78,5
25521,21,2026-05-29,117,10
25522,22,2026-05-29,158,10
25523,23,2026-05-29,103,6
25524,24,2026-05-29,196,10
25525,25,2026-05-29,117,6
25526,26,2026-05-29,155,12
25527,27,2026-05-29,117,8
25528,28,2026-05-29,180,10
25529,29,2026-05-29,162,10
25530,30,2026-05-29,149,8
25531,31,2026-05-29,100,8
25532,32,2026-05-29,129,7
25533,33,2026-05-29,98,5
25534,34,2026-05-29,85,7
25535,35,2026-05-29,90,8
25536,36,2026-05-29,197,10
25537,37,2026-05-29,139,1
25538,38,2026-05-29,128,7
25539,39,2026-05-29,168,9
25540,40,2026-05-29,98,3
25541,41,2026-05-29,103,6
25542,42,2026-05-29,162,10
25543,43,2026-05-29,120,4
25544,44,2026-05-29,81,3
25545,45,2026-05-29,158,10
25546,46,2026-05-29,130,10
25547,47,2026-05-29,124,4
25548,48,2026-05-29,125,6
25549,49,2026-05-29,93,7
25550,50,2026-05-29,156,9
25551,51,2026-05-29,121,6
25552,52,2026-05-29,122,7
25553,53,2026-05-29,106,2
25554,54,2026-05-29,127,7
25555,55,2026-05-29,126,5
25556,56,2026-05-29,133,7
25557,57,2026-05-29,92,9
25558,58,2026-05-29,165,13
25559,59,2026-05-29,115,6
25560,60,2026-05-29,142,5
25561,61,2026-05-29,124,8
25562,62,2026-05-29,146,7
25563,63,2026-05-29,185,7
25564,64,2026-05-29,200,11
25565,65,2026-05-29,172,13
25566,66,2026-05-29,120,9
25567,67,2026-05-29,181,13
25568,68,2026-05-29,78,5
25569,69,2026-05-29,167,10
25570,70,2026-05-29,70,6
25571,71,2026-05-29,163,7
25572,72,2026-05-29,186,13
25573,73,2026-05-29,157,10
25574,74,2026-05-29,124,6
25575,75,2026-05-29,152,13
25576,76,2026-05-29,110,6
25577,77,2026-05-29,77,4
25578,78,2026-05-29,185,13
25579,79,2026-05-29,102,9
25580,80,2026-05-29,246,13
25581,81,2026-05-29,152,10
25582,82,2026-05-29,131,10
25583,83,2026-05-29,159,6
25584,84,2026-05-29,167,14
25585,85,2026-05-29,161,11
25586,86,2026-05-29,134,9
25587,87,2026-05-29,129,12
25588,88,2026-05-29,124,7
25589,89,2026-05-29,158,10
25590,90,2026-05-29,151,7
25591,91,2026-05-29,133,11
25592,92,2026-05-29,279,14
25593,93,2026-05-29,169,5
25594,94,2026-05-29,129,5
25595,95,2026-05-29,279,18
25596,96,2026-05-29,108,6
25597,97,2026-05-29,137,9
25598,98,2026-05-29,151,8
25599,99,2026-05-29,139,9
25600,100,2026-05-29,159,9
25601,1,2026-05-30,98,2
25602,2,2026-05-30,118,10
25603,3,2026-05-30,151,10
25604,4,2026-05-30,195,9
25605,5,2026-05-30,168,8
25606,6,2026-05-30,151,11
25607,7,2026-05-30,279,18
25608,8,2026-05-30,189,15
25609,9,2026-05-30,147,9
25610,10,2026-05-30,111,6
25611,11,2026-05-30,138,7
25612,12,2026-05-30,187,12
25613,13,2026-05-30,104,8
25614,14,2026-05-30,146,7
25615,15,2026-05-30,120,7
25616,16,2026-05-30,185,9
25617,17,2026-05-30,197,12
25618,18,2026-05-30,145,9
25619,19,2026-05-30,147,9
25620,20,2026-05-30,80,6
25621,21,2026-05-30,99,5
25622,22,2026-05-30,163,12
25623,23,2026-05-30,94,6
25624,24,2026-05-30,153,9
25625,25,2026-05-30,108,8
25626,26,2026-05-30,154,11
25627,27,2026-05-30,107,6
25628,28,2026-05-30,141,8
25629,29,2026-05-30,166,15
25630,30,2026-05-30,136,9
25631,31,2026-05-30,115,7
25632,32,2026-05-30,138,6
25633,33,2026-05-30,97,6
25634,34,2026-05-30,82,4
25635,35,2026-05-30,78,3
25636,36,2026-05-30,184,9
25637,37,2026-05-30,134,6
25638,38,2026-05-30,128,9
25639,39,2026-05-30,129,7
25640,40,2026-05-30,111,5
25641,41,2026-05-30,100,6
25642,42,2026-05-30,166,12
25643,43,2026-05-30,127,9
25644,44,2026-05-30,78,4
25645,45,2026-05-30,130,6
25646,46,2026-05-30,101,6
25647,47,2026-05-30,113,8
25648,48,2026-05-30,110,7
25649,49,2026-05-30,113,2
25650,50,2026-05-30,144,8
25651,51,2026-05-30,160,11
25652,52,2026-05-30,105,4
25653,53,2026-05-30,88,7
25654,54,2026-05-30,96,7
25655,55,2026-05-30,120,8
25656,56,2026-05-30,186,11
25657,57,2026-05-30,69,1
25658,58,2026-05-30,150,6
25659,59,2026-05-30,124,7
25660,60,2026-05-30,116,7
25661,61,2026-05-30,150,7
25662,62,2026-05-30,133,5
25663,63,2026-05-30,178,8
25664,64,2026-05-30,121,7
25665,65,2026-05-30,150,6
25666,66,2026-05-30,134,6
25667,67,2026-05-30,174,12
25668,68,2026-05-30,67,5
25669,69,2026-05-30,136,10
25670,70,2026-05-30,87,5
25671,71,2026-05-30,157,11
25672,72,2026-05-30,166,5
25673,73,2026-05-30,169,6
25674,74,2026-05-30,106,9
25675,75,2026-05-30,146,9
25676,76,2026-05-30,154,9
25677,77,2026-05-30,76,8
25678,78,2026-05-30,208,12
25679,79,2026-05-30,109,6
25680,80,2026-05-30,236,13
25681,81,2026-05-30,117,7
25682,82,2026-05-30,129,8
25683,83,2026-05-30,154,8
25684,84,2026-05-30,158,10
25685,85,2026-05-30,120,6
25686,86,2026-05-30,110,8
25687,87,2026-05-30,108,8
25688,88,2026-05-30,135,7
25689,89,2026-05-30,186,11
25690,90,2026-05-30,150,9
25691,91,2026-05-30,125,6
25692,92,2026-05-30,280,17
25693,93,2026-05-30,197,10
25694,94,2026-05-30,115,10
25695,95,2026-05-30,280,15
25696,96,2026-05-30,109,8
25697,97,2026-05-30,125,5
25698,98,2026-05-30,119,5
25699,99,2026-05-30,155,9
25700,100,2026-05-30,139,9
25701,1,2026-05-31,54,2
25702,2,2026-05-31,94,5
25703,3,2026-05-31,84,5
25704,4,2026-05-31,125,8
25705,5,2026-05-31,112,6
25706,6,2026-05-31,123,6
25707,7,2026-05-31,164,10
25708,8,2026-05-31,128,8
25709,9,2026-05-31,110,10
25710,10,2026-05-31,55,2
25711,11,2026-05-31,85,7
25712,12,2026-05-31,73,7
25713,13,2026-05-31,47,2
25714,14,2026-05-31,120,4
25715,15,2026-05-31,62,4
25716,16,2026-05-31,83,8
25717,17,2026-05-31,111,6
25718,18,2026-05-31,75,4
25719,19,2026-05-31,80,3
25720,20,2026-05-31,61,0
25721,21,2026-05-31,53,4
25722,22,2026-05-31,109,7
25723,23,2026-05-31,60,6
25724,24,2026-05-31,100,3
25725,25,2026-05-31,60,3
25726,26,2026-05-31,126,4
25727,27,2026-05-31,74,3
25728,28,2026-05-31,75,0
25729,29,2026-05-31,105,7
25730,30,2026-05-31,84,6
25731,31,2026-05-31,46,3
25732,32,2026-05-31,64,6
25733,33,2026-05-31,73,6
25734,34,2026-05-31,37,5
25735,35,2026-05-31,61,4
25736,36,2026-05-31,110,11
25737,37,2026-05-31,91,5
25738,38,2026-05-31,46,5
25739,39,2026-05-31,71,3
25740,40,2026-05-31,59,4
25741,41,2026-05-31,70,5
25742,42,2026-05-31,115,7
25743,43,2026-05-31,57,3
25744,44,2026-05-31,35,4
25745,45,2026-05-31,89,8
25746,46,2026-05-31,106,6
25747,47,2026-05-31,74,4
25748,48,2026-05-31,90,6
25749,49,2026-05-31,76,5
25750,50,2026-05-31,78,1
25751,51,2026-05-31,82,3
25752,52,2026-05-31,74,5
25753,53,2026-05-31,60,1
25754,54,2026-05-31,54,3
25755,55,2026-05-31,88,6
25756,56,2026-05-31,120,6
25757,57,2026-05-31,59,3
25758,58,2026-05-31,61,2
25759,59,2026-05-31,66,3
25760,60,2026-05-31,70,3
25761,61,2026-05-31,110,7
25762,62,2026-05-31,75,6
25763,63,2026-05-31,95,4
25764,64,2026-05-31,66,2
25765,65,2026-05-31,106,5
25766,66,2026-05-31,61,4
25767,67,2026-05-31,95,3
25768,68,2026-05-31,38,1
25769,69,2026-05-31,85,5
25770,70,2026-05-31,49,3
25771,71,2026-05-31,58,5
25772,72,2026-05-31,116,5
25773,73,2026-05-31,107,9
25774,74,2026-05-31,77,4
25775,75,2026-05-31,76,3
25776,76,2026-05-31,68,5
25777,77,2026-05-31,57,5
25778,78,2026-05-31,98,2
25779,79,2026-05-31,58,1
25780,80,2026-05-31,144,8
25781,81,2026-05-31,72,3
25782,82,2026-05-31,61,5
25783,83,2026-05-31,93,3
25784,84,2026-05-31,80,2
25785,85,2026-05-31,74,5
25786,86,2026-05-31,49,2
25787,87,2026-05-31,76,4
25788,88,2026-05-31,87,6
25789,89,2026-05-31,164,12
25790,90,2026-05-31,91,1
25791,91,2026-05-31,70,2
25792,92,2026-05-31,146,10
25793,93,2026-05-31,95,2
25794,94,2026-05-31,89,5
25795,95,2026-05-31,168,10
25796,96,2026-05-31,60,2
25797,97,2026-05-31,88,6
25798,98,2026-05-31,112,3
25799,99,2026-05-31,89,6
25800,100,2026-05-31,81,5
25801,1,2026-06-01,208,8
25802,2,2026-06-01,189,10
25803,3,2026-06-01,241,12
25804,4,2026-06-01,329,22
25805,5,2026-06-01,326,18
25806,6,2026-06-01,342,21
25807,7,2026-06-01,401,23
25808,8,2026-06-01,328,19
25809,9,2026-06-01,256,16
25810,10,2026-06-01,174,10
25811,11,2026-06-01,254,11
25812,12,2026-06-01,230,16
25813,13,2026-06-01,193,11
25814,14,2026-06-01,217,13
25815,15,2026-06-01,193,12
25816,16,2026-06-01,289,18
25817,17,2026-06-01,278,15
25818,18,2026-06-01,236,16
25819,19,2026-06-01,219,15
25820,20,2026-06-01,157,4
25821,21,2026-06-01,164,13
25822,22,2026-06-01,286,17
25823,23,2026-06-01,181,9
25824,24,2026-06-01,235,12
25825,25,2026-06-01,179,10
25826,26,2026-06-01,277,18
25827,27,2026-06-01,214,16
25828,28,2026-06-01,253,14
25829,29,2026-06-01,267,16
25830,30,2026-06-01,237,15
25831,31,2026-06-01,162,9
25832,32,2026-06-01,227,15
25833,33,2026-06-01,209,10
25834,34,2026-06-01,136,9
25835,35,2026-06-01,165,9
25836,36,2026-06-01,313,22
25837,37,2026-06-01,258,17
25838,38,2026-06-01,216,14
25839,39,2026-06-01,212,16
25840,40,2026-06-01,177,9
25841,41,2026-06-01,194,15
25842,42,2026-06-01,285,19
25843,43,2026-06-01,190,11
25844,44,2026-06-01,135,4
25845,45,2026-06-01,249,14
25846,46,2026-06-01,242,15
25847,47,2026-06-01,215,15
25848,48,2026-06-01,181,9
25849,49,2026-06-01,214,14
25850,50,2026-06-01,245,13
25851,51,2026-06-01,246,14
25852,52,2026-06-01,186,10
25853,53,2026-06-01,162,8
25854,54,2026-06-01,174,6
25855,55,2026-06-01,222,11
25856,56,2026-06-01,253,12
25857,57,2026-06-01,147,14
25858,58,2026-06-01,268,17
25859,59,2026-06-01,217,13
25860,60,2026-06-01,225,13
25861,61,2026-06-01,252,14
25862,62,2026-06-01,199,10
25863,63,2026-06-01,333,19
25864,64,2026-06-01,179,15
25865,65,2026-06-01,312,19
25866,66,2026-06-01,202,10
25867,67,2026-06-01,286,22
25868,68,2026-06-01,105,10
25869,69,2026-06-01,238,15
25870,70,2026-06-01,122,8
25871,71,2026-06-01,226,13
25872,72,2026-06-01,315,14
25873,73,2026-06-01,269,14
25874,74,2026-06-01,153,5
25875,75,2026-06-01,236,13
25876,76,2026-06-01,198,9
25877,77,2026-06-01,135,5
25878,78,2026-06-01,307,18
25879,79,2026-06-01,166,9
25880,80,2026-06-01,370,16
25881,81,2026-06-01,215,13
25882,82,2026-06-01,203,11
25883,83,2026-06-01,284,17
25884,84,2026-06-01,271,16
25885,85,2026-06-01,235,12
25886,86,2026-06-01,169,8
25887,87,2026-06-01,208,10
25888,88,2026-06-01,356,22
25889,89,2026-06-01,378,20
25890,90,2026-06-01,222,11
25891,91,2026-06-01,224,11
25892,92,2026-06-01,571,34
25893,93,2026-06-01,284,17
25894,94,2026-06-01,209,15
25895,95,2026-06-01,274,18
25896,96,2026-06-01,159,8
25897,97,2026-06-01,216,12
25898,98,2026-06-01,259,12
25899,99,2026-06-01,213,14
25900,100,2026-06-01,257,21
25901,1,2026-06-02,180,12
25902,2,2026-06-02,173,12
25903,3,2026-06-02,217,11
25904,4,2026-06-02,284,15
25905,5,2026-06-02,261,14
25906,6,2026-06-02,265,16
25907,7,2026-06-02,331,17
25908,8,2026-06-02,262,15
25909,9,2026-06-02,204,14
25910,10,2026-06-02,145,7
25911,11,2026-06-02,204,13
25912,12,2026-06-02,224,10
25913,13,2026-06-02,162,8
25914,14,2026-06-02,205,13
25915,15,2026-06-02,177,9
25916,16,2026-06-02,266,18
25917,17,2026-06-02,276,16
25918,18,2026-06-02,218,14
25919,19,2026-06-02,214,12
25920,20,2026-06-02,122,7
25921,21,2026-06-02,159,7
25922,22,2026-06-02,220,12
25923,23,2026-06-02,138,6
25924,24,2026-06-02,222,14
25925,25,2026-06-02,163,8
25926,26,2026-06-02,225,10
25927,27,2026-06-02,159,7
25928,28,2026-06-02,231,11
25929,29,2026-06-02,214,11
25930,30,2026-06-02,206,11
25931,31,2026-06-02,169,11
25932,32,2026-06-02,201,7
25933,33,2026-06-02,166,12
25934,34,2026-06-02,109,6
25935,35,2026-06-02,156,9
25936,36,2026-06-02,283,16
25937,37,2026-06-02,232,15
25938,38,2026-06-02,196,11
25939,39,2026-06-02,193,12
25940,40,2026-06-02,151,12
25941,41,2026-06-02,164,10
25942,42,2026-06-02,261,15
25943,43,2026-06-02,173,10
25944,44,2026-06-02,127,10
25945,45,2026-06-02,183,8
25946,46,2026-06-02,205,12
25947,47,2026-06-02,190,8
25948,48,2026-06-02,169,11
25949,49,2026-06-02,155,7
25950,50,2026-06-02,221,13
25951,51,2026-06-02,198,11
25952,52,2026-06-02,175,10
25953,53,2026-06-02,135,4
25954,54,2026-06-02,160,13
25955,55,2026-06-02,162,8
25956,56,2026-06-02,218,13
25957,57,2026-06-02,122,9
25958,58,2026-06-02,241,15
25959,59,2026-06-02,181,11
25960,60,2026-06-02,166,10
25961,61,2026-06-02,205,14
25962,62,2026-06-02,197,13
25963,63,2026-06-02,253,15
25964,64,2026-06-02,145,8
25965,65,2026-06-02,225,16
25966,66,2026-06-02,175,7
25967,67,2026-06-02,242,13
25968,68,2026-06-02,90,8
25969,69,2026-06-02,246,14
25970,70,2026-06-02,115,8
25971,71,2026-06-02,208,12
25972,72,2026-06-02,263,16
25973,73,2026-06-02,214,14
25974,74,2026-06-02,162,7
25975,75,2026-06-02,230,15
25976,76,2026-06-02,199,12
25977,77,2026-06-02,109,7
25978,78,2026-06-02,275,17
25979,79,2026-06-02,149,9
25980,80,2026-06-02,315,18
25981,81,2026-06-02,188,9
25982,82,2026-06-02,182,8
25983,83,2026-06-02,226,13
25984,84,2026-06-02,213,12
25985,85,2026-06-02,234,15
25986,86,2026-06-02,152,8
25987,87,2026-06-02,162,11
25988,88,2026-06-02,341,18
25989,89,2026-06-02,332,19
25990,90,2026-06-02,180,10
25991,91,2026-06-02,169,7
25992,92,2026-06-02,470,26
25993,93,2026-06-02,251,15
25994,94,2026-06-02,202,11
25995,95,2026-06-02,288,13
25996,96,2026-06-02,146,5
25997,97,2026-06-02,206,13
25998,98,2026-06-02,245,15
25999,99,2026-06-02,192,9
26000,100,2026-06-02,226,13
26001,1,2026-06-03,162,7
26002,2,2026-06-03,202,11
26003,3,2026-06-03,228,11
26004,4,2026-06-03,296,18
26005,5,2026-06-03,250,14
26006,6,2026-06-03,298,17
26007,7,2026-06-03,343,16
26008,8,2026-06-03,278,16
26009,9,2026-06-03,196,11
26010,10,2026-06-03,153,9
26011,11,2026-06-03,204,14
26012,12,2026-06-03,255,17
26013,13,2026-06-03,150,7
26014,14,2026-06-03,220,12
26015,15,2026-06-03,177,11
26016,16,2026-06-03,278,17
26017,17,2026-06-03,279,17
26018,18,2026-06-03,179,8
26019,19,2026-06-03,187,12
26020,20,2026-06-03,133,8
26021,21,2026-06-03,142,9
26022,22,2026-06-03,247,17
26023,23,2026-06-03,142,11
26024,24,2026-06-03,241,15
26025,25,2026-06-03,149,13
26026,26,2026-06-03,280,16
26027,27,2026-06-03,185,13
26028,28,2026-06-03,148,7
26029,29,2026-06-03,232,14
26030,30,2026-06-03,170,8
26031,31,2026-06-03,167,10
26032,32,2026-06-03,175,10
26033,33,2026-06-03,143,8
26034,34,2026-06-03,118,7
26035,35,2026-06-03,150,12
26036,36,2026-06-03,323,22
26037,37,2026-06-03,240,15
26038,38,2026-06-03,182,10
26039,39,2026-06-03,203,13
26040,40,2026-06-03,179,12
26041,41,2026-06-03,149,10
26042,42,2026-06-03,262,15
26043,43,2026-06-03,173,11
26044,44,2026-06-03,99,7
26045,45,2026-06-03,219,13
26046,46,2026-06-03,213,10
26047,47,2026-06-03,192,12
26048,48,2026-06-03,165,10
26049,49,2026-06-03,167,13
26050,50,2026-06-03,198,13
26051,51,2026-06-03,229,9
26052,52,2026-06-03,252,15
26053,53,2026-06-03,150,10
26054,54,2026-06-03,172,13
26055,55,2026-06-03,165,8
26056,56,2026-06-03,219,11
26057,57,2026-06-03,129,7
26058,58,2026-06-03,189,13
26059,59,2026-06-03,184,9
26060,60,2026-06-03,184,10
26061,61,2026-06-03,187,15
26062,62,2026-06-03,171,10
26063,63,2026-06-03,272,19
26064,64,2026-06-03,161,10
26065,65,2026-06-03,254,13
26066,66,2026-06-03,181,7
26067,67,2026-06-03,225,13
26068,68,2026-06-03,108,5
26069,69,2026-06-03,247,13
26070,70,2026-06-03,94,7
26071,71,2026-06-03,249,17
26072,72,2026-06-03,232,15
26073,73,2026-06-03,216,14
26074,74,2026-06-03,161,10
26075,75,2026-06-03,226,10
26076,76,2026-06-03,180,11
26077,77,2026-06-03,112,8
26078,78,2026-06-03,178,9
26079,79,2026-06-03,126,10
26080,80,2026-06-03,288,18
26081,81,2026-06-03,179,12
26082,82,2026-06-03,202,15
26083,83,2026-06-03,242,14
26084,84,2026-06-03,223,14
26085,85,2026-06-03,214,12
26086,86,2026-06-03,147,8
26087,87,2026-06-03,180,13
26088,88,2026-06-03,307,13
26089,89,2026-06-03,344,21
26090,90,2026-06-03,184,9
26091,91,2026-06-03,190,11
26092,92,2026-06-03,484,30
26093,93,2026-06-03,237,15
26094,94,2026-06-03,182,8
26095,95,2026-06-03,269,11
26096,96,2026-06-03,139,8
26097,97,2026-06-03,198,16
26098,98,2026-06-03,213,13
26099,99,2026-06-03,179,12
26100,100,2026-06-03,239,13
26101,1,2026-06-04,174,6
26102,2,2026-06-04,167,12
